['Z', 'Z', 'Z', 'Z', 'P', 'P', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'G', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Q', 'Q', 'Q', 'Q', 'Y', 'Y', 'X', 'Y', 'U', 'U', 'U', 'F', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'C', 'C', 'N', 'N', 'N', 'N', 'O', 'O', 'O', 'O', 'R', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'D', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'V', 'V', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'L', 'L', 'L', 'L', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q']
['A', 'A', 'P', 'P', 'P', 'P', 'P', 'I', 'I', 'I', 'I', 'I', 'I', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Y', 'Y', 'Y', 'Y', 'Q', 'Q', 'Q', 'Q', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'X', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'N', 'N', 'N', 'N', 'N', 'T', 'F', 'F', 'F', 'T', 'T', 'T', 'T', 'T', 'T', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'I', 'I', 'I', 'I', 'I', 'Z', 'Z', 'I', 'I', 'Z', 'F', 'F', 'F', 'F', 'E', 'E', 'F', 'F', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'N', 'N', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']
['A', 'A', 'P', 'P', 'P', 'P', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'Q', 'Q', 'Q', 'Q', 'Q', 'Y', 'Y', 'Y', 'Y', 'Q', 'Q', 'Q', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'X', 'X', 'X', 'X', 'X', 'X', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'N', 'N', 'N', 'N', 'N', 'N', 'F', 'F', 'F', 'F', 'T', 'T', 'T', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'I', 'I', 'I', 'I', 'O', 'I', 'Z', 'I', 'I', 'I', 'I', 'F', 'F', 'F', 'F', 'F', 'F', 'U', 'U', 'U', 'U', 'U', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'Y', 'Y', 'Y', 'Y', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']
['A', 'A', 'A', 'A', 'P', 'P', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'Q', 'Q', 'Q', 'Q', 'O', 'Q', 'Q', 'Q', 'Q', 'Q', 'Y', 'Q', 'Q', 'Q', 'Q', 'Q', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'X', 'X', 'X', 'X', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'S', 'P', 'P', 'P', 'P', 'P', 'P', 'Q', 'Q', 'Q', 'X', 'X', 'X', 'X', 'X', 'R', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'N', 'N', 'N', 'N', 'N', 'N', 'F', 'F', 'F', 'F', 'T', 'F', 'T', 'C', 'C', 'C', 'C', 'C', 'C', 'L', 'C', 'C', 'C', 'C', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'U', 'U', 'U', 'U', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'Y', 'Y', 'Y', 'Y', 'Y', 'I', 'I', 'D', 'I', 'I', 'I', 'Z']
['A', 'A', 'A', 'B', 'Q', 'Q', 'B', 'B', 'B', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'Q', 'O', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'X', 'X', 'X', 'X', 'X', 'V', 'V', 'V', 'V', 'V', 'V', 'S', 'S', 'P', 'P', 'P', 'P', 'Q', 'Q', 'Q', 'Q', 'X', 'X', 'X', 'X', 'X', 'X', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'F', 'F', 'F', 'F', 'F', 'T', 'T', 'T', 'C', 'C', 'C', 'C', 'L', 'L', 'C', 'C', 'C', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'U', 'U', 'U', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'D', 'D', 'I', 'I', 'I', 'Z']
['A', 'A', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'W', 'O', 'O', 'O', 'O', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'X', 'X', 'X', 'K', 'X', 'K', 'K', 'K', 'V', 'V', 'V', 'P', 'P', 'P', 'P', 'P', 'P', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'E', 'E', 'E', 'R', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'N', 'N', 'N', 'N', 'N', 'R', 'R', 'R', 'F', 'F', 'F', 'F', 'T', 'T', 'C', 'C', 'C', 'C', 'L', 'L', 'L', 'L', 'L', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'U', 'U', 'U', 'U', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'Y', 'Y', 'Y', 'Y', 'Y', 'D', 'D', 'D', 'D', 'D', 'Z', 'Z']
['A', 'A', 'A', 'B', 'B', 'B', 'B', 'B', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Q', 'Q', 'Q', 'Q', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'X', 'X', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'Y', 'Y', 'Y', 'Y', 'P', 'Z', 'Q', 'Q', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'R', 'R', 'R', 'R', 'N', 'N', 'N', 'N', 'N', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'L', 'L', 'L', 'L', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'K', 'F', 'F', 'F', 'U', 'U', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'Y', 'Y', 'Y', 'G', 'Y', 'D', 'D', 'D', 'D', 'Z', 'Z', 'Z']
['A', 'A', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Q', 'Q', 'Q', 'Q', 'Q', 'U', 'Q', 'Q', 'U', 'U', 'U', 'G', 'U', 'U', 'X', 'X', 'X', 'X', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'Y', 'Y', 'Y', 'P', 'P', 'Z', 'Q', 'Q', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'R', 'R', 'R', 'N', 'N', 'N', 'N', 'N', 'N', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'P', 'C', 'C', 'C', 'C', 'C', 'C', 'L', 'L', 'L', 'L', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'V', 'F', 'F', 'F', 'F', 'F', 'V', 'K', 'F', 'V', 'U', 'U', 'U', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'Y', 'O', 'Y', 'Y', 'Y', 'Y', 'D', 'D', 'D', 'Z', 'D', 'D']
['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'U', 'M', 'U', 'G', 'U', 'L', 'L', 'X', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'Y', 'Y', 'Y', 'Y', 'Y', 'Q', 'Q', 'Q', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'R', 'R', 'R', 'N', 'N', 'N', 'N', 'N', 'L', 'L', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'C', 'C', 'C', 'V', 'C', 'I', 'L', 'L', 'L', 'L', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'U', 'U', 'U', 'U', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'D', 'D', 'Y', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']
['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Q', 'Q', 'Q', 'U', 'U', 'U', 'U', 'Q', 'G', 'L', 'L', 'L', 'L', 'L', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'Y', 'Y', 'Y', 'Y', 'Q', 'Q', 'Q', 'Q', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'R', 'R', 'R', 'L', 'L', 'L', 'N', 'L', 'L', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'C', 'C', 'C', 'C', 'S', 'S', 'M', 'N', 'L', 'L', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'U', 'U', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']
['U', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Q', 'Q', 'Q', 'Q', 'U', 'U', 'Q', 'Q', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'K', 'K', 'K', 'K', 'Y', 'Y', 'Y', 'Y', 'Q', 'Y', 'Q', 'Q', 'Q', 'Q', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'R', 'R', 'R', 'L', 'L', 'L', 'L', 'L', 'L', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'C', 'C', 'C', 'C', 'C', 'S', 'M', 'N', 'L', 'I', 'I', 'I', 'I', 'I', 'N', 'I', 'I', 'I', 'I', 'W', 'W', 'V', 'V', 'V', 'V', 'V', 'W', 'W', 'W', 'W', 'U', 'P', 'P', 'P', 'P', 'P', 'A', 'A', 'P', 'P', 'P', 'P', 'A', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']
['U', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'C', 'C', 'C', 'Q', 'Q', 'Q', 'Q', 'U', 'Q', 'Q', 'Q', 'Q', 'Q', 'L', 'Y', 'Y', 'Y', 'L', 'Y', 'Y', 'K', 'K', 'K', 'Y', 'Y', 'Y', 'Y', 'Q', 'Y', 'Q', 'Q', 'Q', 'Q', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'R', 'R', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'R', 'V', 'R', 'R', 'R', 'R', 'R', 'R', 'C', 'C', 'R', 'C', 'C', 'C', 'C', 'C', 'S', 'M', 'N', 'N', 'N', 'I', 'N', 'I', 'N', 'N', 'N', 'I', 'I', 'I', 'W', 'W', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'W', 'W', 'U', 'P', 'P', 'P', 'P', 'P', 'A', 'A', 'P', 'P', 'P', 'P', 'A', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'P', 'D', 'D']
['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'I', 'I', 'K', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'C', 'C', 'C', 'C', 'C', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'K', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Q', 'Q', 'B', 'Q', 'Q', 'Q', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'L', 'L', 'L', 'V', 'R', 'M', 'R', 'R', 'R', 'D', 'D', 'R', 'R', 'C', 'C', 'C', 'C', 'C', 'S', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'I', 'I', 'I', 'I', 'W', 'W', 'V', 'V', 'V', 'V', 'V', 'V', 'W', 'V', 'V', 'P', 'P', 'P', 'P', 'P', 'A', 'A', 'P', 'P', 'P', 'P', 'A', 'Q', 'D', 'D', 'D', 'D', 'D', 'P', 'P', 'P', 'P', 'P', 'D']
['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'K', 'K', 'K', 'O', 'K', 'O', 'O', 'O', 'O', 'O', 'O', 'C', 'C', 'C', 'C', 'C', 'C', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Q', 'Q', 'Q', 'Q', 'Q', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'L', 'L', 'W', 'W', 'R', 'M', 'R', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'I', 'I', 'I', 'N', 'N', 'W', 'W', 'V', 'V', 'V', 'V', 'B', 'B', 'B', 'V', 'V', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'A', 'A', 'A', 'Q', 'Q', 'Q', 'D', 'D', 'D', 'D', 'D', 'P', 'P', 'P', 'P']
['T', 'B', 'B', 'B', 'B', 'B', 'H', 'B', 'C', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'O', 'O', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'M', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'W', 'W', 'W', 'W', 'R', 'W', 'W', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'S', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'B', 'W', 'W', 'V', 'B', 'B', 'B', 'B', 'O', 'V', 'V', 'V', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'A', 'A', 'A', 'A', 'Q', 'Q', 'Q', 'D', 'P', 'P', 'P', 'P', 'P', 'P', 'P']
['H', 'H', 'H', 'B', 'B', 'H', 'H', 'H', 'H', 'H', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'M', 'M', 'M', 'Q', 'W', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'S', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'V', 'V', 'V', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'A', 'A', 'A', 'A', 'Q', 'Q', 'T', 'D', 'P', 'P', 'P', 'P', 'P', 'P', 'P']
['H', 'H', 'H', 'B', 'B', 'H', 'H', 'H', 'H', 'H', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'M', 'Y', 'M', 'M', 'M', 'M', 'W', 'W', 'Q', 'Q', 'Q', 'Q', 'Q', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'V', 'V', 'V', 'V', 'V', 'V', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'T', 'T', 'T', 'T', 'P', 'P', 'P', 'P', 'P', 'P']
['H', 'H', 'H', 'H', 'B', 'H', 'H', 'H', 'H', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'C', 'M', 'M', 'C', 'C', 'C', 'C', 'C', 'C', 'Y', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'M', 'M', 'Y', 'M', 'M', 'M', 'M', 'M', 'M', 'W', 'T', 'Q', 'Q', 'Q', 'Q', 'Q', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'V', 'V', 'R', 'V', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'T', 'T', 'T', 'T', 'T', 'P', 'P', 'P', 'P', 'P', 'P']
['H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'K', 'K', 'K', 'K', 'K', 'M', 'K', 'C', 'M', 'M', 'C', 'C', 'C', 'C', 'C', 'C', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'T', 'Q', 'Q', 'Q', 'Q', 'Q', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'D', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'V', 'V', 'V', 'V', 'V', 'V', 'T', 'A', 'A', 'T', 'T', 'T', 'A', 'A', 'A', 'T', 'T', 'T', 'T', 'T', 'T', 'P', 'G', 'P', 'P', 'P', 'P']
['H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'K', 'K', 'K', 'K', 'K', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'C', 'C', 'C', 'V', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'T', 'T', 'Q', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'T', 'T', 'T', 'T', 'T', 'Q', 'Q', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'W', 'W', 'V', 'W', 'W', 'W', 'W', 'W', 'W', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'D', 'D', 'A', 'A', 'A', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'V', 'B', 'B', 'V', 'O', 'A', 'A', 'A', 'T', 'T', 'T', 'A', 'A', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'P', 'P', 'P', 'P', 'P', 'P']
['H', 'H', 'H', 'H', 'H', 'H', 'H', 'K', 'K', 'K', 'K', 'M', 'M', 'K', 'K', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'R', 'R', 'R', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'T', 'T', 'T', 'T', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'T', 'T', 'T', 'T', 'T', 'Q', 'L', 'R', 'L', 'L', 'T', 'T', 'T', 'W', 'W', 'W', 'L', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'D', 'D', 'D', 'D', 'D', 'D', 'N', 'N', 'N', 'N', 'N', 'D', 'D', 'T', 'N', 'N', 'N', 'A', 'A', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'V', 'T', 'T', 'A', 'A', 'T', 'T', 'T', 'T', 'A', 'A', 'T', 'T', 'T', 'T', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']
['H', 'H', 'H', 'H', 'H', 'H', 'K', 'K', 'K', 'K', 'K', 'K', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'R', 'R', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'T', 'T', 'T', 'T', 'T', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'V', 'M', 'T', 'T', 'T', 'T', 'T', 'Q', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'W', 'W', 'W', 'W', 'W', 'W', 'H', 'W', 'W', 'W', 'W', 'W', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'N', 'N', 'D', 'D', 'D', 'D', 'N', 'N', 'A', 'A', 'A', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'T', 'T', 'A', 'T', 'T', 'T', 'T', 'A', 'T', 'T', 'T', 'T', 'T', 'T', 'P', 'P', 'N', 'P', 'P', 'P', 'P']
['H', 'H', 'H', 'H', 'O', 'H', 'Y', 'K', 'K', 'K', 'P', 'K', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'Q', 'Q', 'Q', 'O', 'Q', 'Q', 'Q', 'Q', 'T', 'T', 'T', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'T', 'T', 'Y', 'T', 'T', 'T', 'T', 'Y', 'Y', 'X', 'T', 'W', 'W', 'W', 'W', 'B', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'A', 'A', 'A', 'G', 'J', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'P', 'P', 'P', 'P', 'P', 'P', 'P']
['H', 'H', 'K', 'K', 'Y', 'H', 'Y', 'Y', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'Q', 'O', 'Q', 'Q', 'Q', 'T', 'T', 'T', 'T', 'T', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'Y', 'Y', 'Y', 'Y', 'T', 'T', 'H', 'Y', 'Y', 'X', 'T', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'G', 'C', 'C', 'W', 'W', 'W', 'W', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'A', 'A', 'A', 'G', 'J', 'J', 'J', 'B', 'B', 'B', 'B', 'J', 'B', 'B', 'B', 'B', 'J', 'J', 'B', 'T', 'T', 'T', 'T', 'H', 'H', 'H', 'H', 'T', 'T', 'H', 'H', 'H', 'P', 'P', 'P', 'P', 'P', 'P']
