start: dial is at 50, ans = 0
line: L657, dial: 76, ans: 1211
line: R85, dial: 61, ans: 1212
line: R89, dial: 50, ans: 1213
line: R450, dial: 0, ans: 1218
line: L99, dial: 1, ans: 1219
line: L1, dial: 0, ans: 1219
line: L552, dial: 48, ans: 1225
line: L76, dial: 72, ans: 1226
line: L72, dial: 0, ans: 1226
line: L77, dial: 23, ans: 1227
line: L485, dial: 38, ans: 1232
line: R85, dial: 23, ans: 1233
line: L23, dial: 0, ans: 1233
line: L12, dial: 88, ans: 1234
line: R392, dial: 80, ans: 1238
line: L80, dial: 0, ans: 1238
line: R61, dial: 61, ans: 1238
line: L89, dial: 72, ans: 1239
line: R88, dial: 60, ans: 1240
line: L21, dial: 39, ans: 1240
line: R95, dial: 34, ans: 1241
line: L454, dial: 80, ans: 1246
line: L36, dial: 44, ans: 1246
line: R256, dial: 0, ans: 1249
line: R75, dial: 75, ans: 1249
line: R90, dial: 65, ans: 1250
line: L21, dial: 44, ans: 1250
line: L44, dial: 0, ans: 1250
line: R95, dial: 95, ans: 1250
line: R523, dial: 18, ans: 1256
line: L667, dial: 51, ans: 1263
line: R8, dial: 59, ans: 1263
line: R41, dial: 0, ans: 1264
line: R974, dial: 74, ans: 1273
line: R40, dial: 14, ans: 1274
line: L86, dial: 28, ans: 1275
line: L655, dial: 73, ans: 1282
line: R27, dial: 0, ans: 1283
line: R123, dial: 23, ans: 1284
line: L97, dial: 26, ans: 1285
line: R38, dial: 64, ans: 1285
line: L70, dial: 94, ans: 1286
line: R6, dial: 0, ans: 1287
line: R97, dial: 97, ans: 1287
line: R904, dial: 1, ans: 1297
line: R34, dial: 35, ans: 1297
line: L55, dial: 80, ans: 1298
line: R68, dial: 48, ans: 1299
line: R815, dial: 63, ans: 1307
line: L93, dial: 70, ans: 1308
line: R30, dial: 0, ans: 1309
line: L67, dial: 33, ans: 1310
line: L33, dial: 0, ans: 1310
line: L16, dial: 84, ans: 1311
line: L44, dial: 40, ans: 1311
line: L71, dial: 69, ans: 1312
line: L14, dial: 55, ans: 1312
line: R45, dial: 0, ans: 1313
line: L7, dial: 93, ans: 1314
line: R39, dial: 32, ans: 1315
line: R475, dial: 7, ans: 1320
line: L31, dial: 76, ans: 1321
line: R108, dial: 84, ans: 1322
line: L203, dial: 81, ans: 1324
line: R619, dial: 0, ans: 1331
line: L19, dial: 81, ans: 1332
line: L66, dial: 15, ans: 1332
line: R31, dial: 46, ans: 1332
line: L46, dial: 0, ans: 1332
line: L15, dial: 85, ans: 1333
line: R61, dial: 46, ans: 1334
line: L46, dial: 0, ans: 1334
line: R66, dial: 66, ans: 1334
line: R6, dial: 72, ans: 1334
line: R19, dial: 91, ans: 1334
line: R555, dial: 46, ans: 1340
line: L83, dial: 63, ans: 1341
line: R37, dial: 0, ans: 1342
line: R27, dial: 27, ans: 1342
line: L334, dial: 93, ans: 1346
line: R607, dial: 0, ans: 1353
line: L19, dial: 81, ans: 1354
line: R7, dial: 88, ans: 1354
line: R58, dial: 46, ans: 1355
line: R80, dial: 26, ans: 1356
line: L26, dial: 0, ans: 1356
line: L80, dial: 20, ans: 1357
line: R80, dial: 0, ans: 1358
line: R51, dial: 51, ans: 1358
line: R843, dial: 94, ans: 1366
line: L60, dial: 34, ans: 1366
line: L34, dial: 0, ans: 1366
line: L19, dial: 81, ans: 1367
line: L37, dial: 44, ans: 1367
line: R32, dial: 76, ans: 1367
line: R66, dial: 42, ans: 1368
line: R58, dial: 0, ans: 1369
line: L48, dial: 52, ans: 1370
line: R548, dial: 0, ans: 1376
line: R77, dial: 77, ans: 1376
line: R23, dial: 0, ans: 1377
line: L83, dial: 17, ans: 1378
line: R97, dial: 14, ans: 1379
line: R16, dial: 30, ans: 1379
line: R72, dial: 2, ans: 1380
line: L64, dial: 38, ans: 1381
line: L38, dial: 0, ans: 1381
line: R90, dial: 90, ans: 1381
line: L190, dial: 0, ans: 1382
line: R657, dial: 57, ans: 1388
line: L57, dial: 0, ans: 1388
line: R74, dial: 74, ans: 1388
line: L74, dial: 0, ans: 1388
line: R42, dial: 42, ans: 1388
line: R63, dial: 5, ans: 1389
line: R90, dial: 95, ans: 1389
line: R43, dial: 38, ans: 1390
line: L15, dial: 23, ans: 1390
line: R77, dial: 0, ans: 1391
line: R45, dial: 45, ans: 1391
line: L20, dial: 25, ans: 1391
line: R75, dial: 0, ans: 1392
line: R238, dial: 38, ans: 1394
line: L38, dial: 0, ans: 1394
line: L47, dial: 53, ans: 1395
line: R92, dial: 45, ans: 1396
line: R51, dial: 96, ans: 1396
line: R11, dial: 7, ans: 1397
line: L91, dial: 16, ans: 1398
line: L216, dial: 0, ans: 1400
line: R598, dial: 98, ans: 1405
line: L98, dial: 0, ans: 1405
line: L63, dial: 37, ans: 1406
line: R74, dial: 11, ans: 1407
line: L146, dial: 65, ans: 1409
line: R65, dial: 30, ans: 1410
line: L27, dial: 3, ans: 1410
line: R30, dial: 33, ans: 1410
line: L33, dial: 0, ans: 1410
line: R73, dial: 73, ans: 1410
line: L27, dial: 46, ans: 1410
line: R12, dial: 58, ans: 1410
line: L41, dial: 17, ans: 1410
line: R29, dial: 46, ans: 1410
line: R54, dial: 0, ans: 1411
line: L491, dial: 9, ans: 1416
line: L18, dial: 91, ans: 1417
line: R9, dial: 0, ans: 1418
line: L57, dial: 43, ans: 1419
line: R169, dial: 12, ans: 1421
line: R614, dial: 26, ans: 1427
line: L26, dial: 0, ans: 1427
line: L41, dial: 59, ans: 1428
line: L18, dial: 41, ans: 1428
line: R41, dial: 82, ans: 1428
line: L882, dial: 0, ans: 1436
line: R41, dial: 41, ans: 1436
line: R59, dial: 0, ans: 1437
line: R43, dial: 43, ans: 1437
line: L57, dial: 86, ans: 1438
line: R38, dial: 24, ans: 1439
line: R76, dial: 0, ans: 1440
line: R69, dial: 69, ans: 1440
line: R331, dial: 0, ans: 1444
line: R87, dial: 87, ans: 1444
line: R63, dial: 50, ans: 1445
line: L277, dial: 73, ans: 1448
line: L73, dial: 0, ans: 1448
line: R47, dial: 47, ans: 1448
line: R60, dial: 7, ans: 1449
line: L71, dial: 36, ans: 1450
line: R56, dial: 92, ans: 1450
line: L29, dial: 63, ans: 1450
line: L230, dial: 33, ans: 1452
line: L33, dial: 0, ans: 1452
line: L2, dial: 98, ans: 1453
line: R9, dial: 7, ans: 1454
line: R32, dial: 39, ans: 1454
line: L39, dial: 0, ans: 1454
line: R14, dial: 14, ans: 1454
line: R86, dial: 0, ans: 1455
line: R57, dial: 57, ans: 1455
line: R30, dial: 87, ans: 1455
line: L5, dial: 82, ans: 1455
line: R845, dial: 27, ans: 1464
line: L927, dial: 0, ans: 1473
line: L92, dial: 8, ans: 1474
line: L8, dial: 0, ans: 1474
line: L72, dial: 28, ans: 1475
line: R40, dial: 68, ans: 1475
line: L8, dial: 60, ans: 1475
line: R61, dial: 21, ans: 1476
line: L72, dial: 49, ans: 1477
line: R51, dial: 0, ans: 1478
line: L83, dial: 17, ans: 1479
line: L17, dial: 0, ans: 1479
line: L9, dial: 91, ans: 1480
line: R9, dial: 0, ans: 1481
line: L22, dial: 78, ans: 1482
line: L78, dial: 0, ans: 1482
line: R95, dial: 95, ans: 1482
line: L70, dial: 25, ans: 1482
line: L462, dial: 63, ans: 1487
line: L63, dial: 0, ans: 1487
line: L10, dial: 90, ans: 1488
line: L4, dial: 86, ans: 1488
line: L508, dial: 78, ans: 1493
line: R22, dial: 0, ans: 1494
line: R83, dial: 83, ans: 1494
line: R517, dial: 0, ans: 1500
line: R610, dial: 10, ans: 1506
line: L10, dial: 0, ans: 1506
line: R985, dial: 85, ans: 1515
line: L85, dial: 0, ans: 1515
line: L87, dial: 13, ans: 1516
line: L332, dial: 81, ans: 1520
line: R19, dial: 0, ans: 1521
line: L537, dial: 63, ans: 1527
line: L63, dial: 0, ans: 1527
line: R21, dial: 21, ans: 1527
line: L821, dial: 0, ans: 1535
line: L97, dial: 3, ans: 1536
line: R74, dial: 77, ans: 1536
line: L50, dial: 27, ans: 1536
line: R26, dial: 53, ans: 1536
line: L253, dial: 0, ans: 1538
line: R14, dial: 14, ans: 1538
line: L58, dial: 56, ans: 1539
line: L58, dial: 98, ans: 1540
line: L65, dial: 33, ans: 1540
line: R15, dial: 48, ans: 1540
line: L1, dial: 47, ans: 1540
line: R30, dial: 77, ans: 1540
line: L69, dial: 8, ans: 1540
line: R92, dial: 0, ans: 1541
line: L509, dial: 91, ans: 1547
line: R8, dial: 99, ans: 1547
line: R1, dial: 0, ans: 1548
line: L76, dial: 24, ans: 1549
line: R17, dial: 41, ans: 1549
line: R59, dial: 0, ans: 1550
line: R210, dial: 10, ans: 1552
line: L59, dial: 51, ans: 1553
line: L51, dial: 0, ans: 1553
line: L88, dial: 12, ans: 1554
line: L183, dial: 29, ans: 1556
line: L29, dial: 0, ans: 1556
line: R88, dial: 88, ans: 1556
line: L756, dial: 32, ans: 1563
line: L56, dial: 76, ans: 1564
line: L24, dial: 52, ans: 1564
line: L52, dial: 0, ans: 1564
line: R76, dial: 76, ans: 1564
line: L76, dial: 0, ans: 1564
line: R74, dial: 74, ans: 1564
line: R88, dial: 62, ans: 1565
line: L36, dial: 26, ans: 1565
line: R74, dial: 0, ans: 1566
line: L90, dial: 10, ans: 1567
line: R18, dial: 28, ans: 1567
line: L28, dial: 0, ans: 1567
line: L82, dial: 18, ans: 1568
line: R10, dial: 28, ans: 1568
line: L93, dial: 35, ans: 1569
line: L35, dial: 0, ans: 1569
line: R85, dial: 85, ans: 1569
line: R80, dial: 65, ans: 1570
line: L94, dial: 71, ans: 1571
line: L671, dial: 0, ans: 1577
line: L62, dial: 38, ans: 1578
line: L19, dial: 19, ans: 1578
line: R81, dial: 0, ans: 1579
line: R43, dial: 43, ans: 1579
line: L46, dial: 97, ans: 1580
line: R208, dial: 5, ans: 1583
line: L35, dial: 70, ans: 1584
line: R30, dial: 0, ans: 1585
line: R20, dial: 20, ans: 1585
line: L70, dial: 50, ans: 1586
line: L39, dial: 11, ans: 1586
line: L11, dial: 0, ans: 1586
line: L53, dial: 47, ans: 1587
line: L47, dial: 0, ans: 1587
line: L90, dial: 10, ans: 1588
line: L91, dial: 19, ans: 1589
line: R481, dial: 0, ans: 1594
line: R50, dial: 50, ans: 1594
line: L54, dial: 96, ans: 1595
line: R604, dial: 0, ans: 1602
line: L19, dial: 81, ans: 1603
line: L981, dial: 0, ans: 1612
line: R98, dial: 98, ans: 1612
line: R602, dial: 0, ans: 1619
line: R353, dial: 53, ans: 1622
line: R79, dial: 32, ans: 1623
line: L91, dial: 41, ans: 1624
line: L570, dial: 71, ans: 1630
line: L53, dial: 18, ans: 1630
line: R382, dial: 0, ans: 1634
line: R44, dial: 44, ans: 1634
line: L474, dial: 70, ans: 1639
line: R88, dial: 58, ans: 1640
line: L58, dial: 0, ans: 1640
line: L67, dial: 33, ans: 1641
line: R50, dial: 83, ans: 1641
line: L94, dial: 89, ans: 1642
line: R263, dial: 52, ans: 1645
line: R73, dial: 25, ans: 1646
line: R69, dial: 94, ans: 1646
line: R6, dial: 0, ans: 1647
line: L55, dial: 45, ans: 1648
line: L89, dial: 56, ans: 1649
line: L461, dial: 95, ans: 1654
line: R80, dial: 75, ans: 1655
line: L24, dial: 51, ans: 1655
line: R24, dial: 75, ans: 1655
line: L75, dial: 0, ans: 1655
line: L35, dial: 65, ans: 1656
line: R935, dial: 0, ans: 1666
line: R28, dial: 28, ans: 1666
line: R670, dial: 98, ans: 1672
line: R2, dial: 0, ans: 1673
line: L51, dial: 49, ans: 1674
line: R182, dial: 31, ans: 1676
line: L97, dial: 34, ans: 1677
line: R32, dial: 66, ans: 1677
line: L66, dial: 0, ans: 1677
line: R55, dial: 55, ans: 1677
line: R945, dial: 0, ans: 1687
line: L60, dial: 40, ans: 1688
line: L45, dial: 95, ans: 1689
line: L39, dial: 56, ans: 1689
line: R488, dial: 44, ans: 1694
line: L36, dial: 8, ans: 1694
line: L15, dial: 93, ans: 1695
line: L502, dial: 91, ans: 1700
line: L307, dial: 84, ans: 1703
line: L38, dial: 46, ans: 1703
line: L46, dial: 0, ans: 1703
line: R167, dial: 67, ans: 1704
line: L97, dial: 70, ans: 1705
line: L72, dial: 98, ans: 1706
line: R29, dial: 27, ans: 1707
line: R73, dial: 0, ans: 1708
line: R23, dial: 23, ans: 1708
line: L23, dial: 0, ans: 1708
line: R817, dial: 17, ans: 1716
line: L5, dial: 12, ans: 1716
line: R888, dial: 0, ans: 1725
line: R5, dial: 5, ans: 1725
line: R48, dial: 53, ans: 1725
line: L83, dial: 70, ans: 1726
line: R94, dial: 64, ans: 1727
line: R26, dial: 90, ans: 1727
line: R11, dial: 1, ans: 1728
line: R31, dial: 32, ans: 1728
line: R68, dial: 0, ans: 1729
line: R99, dial: 99, ans: 1729
line: L998, dial: 1, ans: 1738
line: R755, dial: 56, ans: 1745
line: R335, dial: 91, ans: 1748
line: R9, dial: 0, ans: 1749
line: L58, dial: 42, ans: 1750
line: L42, dial: 0, ans: 1750
line: L45, dial: 55, ans: 1751
line: R4, dial: 59, ans: 1751
line: L46, dial: 13, ans: 1751
line: L37, dial: 76, ans: 1752
line: R71, dial: 47, ans: 1753
line: R383, dial: 30, ans: 1757
line: L73, dial: 57, ans: 1758
line: R43, dial: 0, ans: 1759
line: L50, dial: 50, ans: 1760
line: R89, dial: 39, ans: 1761
line: R80, dial: 19, ans: 1762
line: L819, dial: 0, ans: 1770
line: L46, dial: 54, ans: 1771
line: R46, dial: 0, ans: 1772
line: R42, dial: 42, ans: 1772
line: R91, dial: 33, ans: 1773
line: R67, dial: 0, ans: 1774
line: L10, dial: 90, ans: 1775
line: R12, dial: 2, ans: 1776
line: R928, dial: 30, ans: 1785
line: L62, dial: 68, ans: 1786
line: R32, dial: 0, ans: 1787
line: R50, dial: 50, ans: 1787
line: R17, dial: 67, ans: 1787
line: R93, dial: 60, ans: 1788
line: R73, dial: 33, ans: 1789
line: R67, dial: 0, ans: 1790
line: R55, dial: 55, ans: 1790
line: R50, dial: 5, ans: 1791
line: R95, dial: 0, ans: 1792
line: R24, dial: 24, ans: 1792
line: R76, dial: 0, ans: 1793
line: L94, dial: 6, ans: 1794
line: R8, dial: 14, ans: 1794
line: R86, dial: 0, ans: 1795
line: R47, dial: 47, ans: 1795
line: L171, dial: 76, ans: 1797
line: L62, dial: 14, ans: 1797
line: R70, dial: 84, ans: 1797
line: L863, dial: 21, ans: 1805
line: R79, dial: 0, ans: 1806
line: L53, dial: 47, ans: 1807
line: R19, dial: 66, ans: 1807
line: L42, dial: 24, ans: 1807
line: R51, dial: 75, ans: 1807
line: L75, dial: 0, ans: 1807
line: R93, dial: 93, ans: 1807
line: R7, dial: 0, ans: 1808
line: L805, dial: 95, ans: 1817
line: R5, dial: 0, ans: 1818
line: R69, dial: 69, ans: 1818
line: R56, dial: 25, ans: 1819
line: R69, dial: 94, ans: 1819
line: R8, dial: 2, ans: 1820
line: L2, dial: 0, ans: 1820
line: R539, dial: 39, ans: 1825
line: R161, dial: 0, ans: 1827
line: L51, dial: 49, ans: 1828
line: R19, dial: 68, ans: 1828
line: R31, dial: 99, ans: 1828
line: R48, dial: 47, ans: 1829
line: L47, dial: 0, ans: 1829
line: L54, dial: 46, ans: 1830
line: L546, dial: 0, ans: 1835
line: L93, dial: 7, ans: 1836
line: L425, dial: 82, ans: 1841
line: R50, dial: 32, ans: 1842
line: R68, dial: 0, ans: 1843
line: R69, dial: 69, ans: 1843
line: L69, dial: 0, ans: 1843
line: R55, dial: 55, ans: 1843
line: L66, dial: 89, ans: 1844
line: L89, dial: 0, ans: 1844
line: R58, dial: 58, ans: 1844
line: R913, dial: 71, ans: 1853
line: L39, dial: 32, ans: 1853
line: R42, dial: 74, ans: 1853
line: R26, dial: 0, ans: 1854
line: L27, dial: 73, ans: 1855
line: L30, dial: 43, ans: 1855
line: L76, dial: 67, ans: 1856
line: R18, dial: 85, ans: 1856
line: L385, dial: 0, ans: 1859
line: L36, dial: 64, ans: 1860
line: R36, dial: 0, ans: 1861
line: L56, dial: 44, ans: 1862
line: L859, dial: 85, ans: 1871
line: L85, dial: 0, ans: 1871
line: R859, dial: 59, ans: 1879
line: R58, dial: 17, ans: 1880
line: L649, dial: 68, ans: 1887
line: R32, dial: 0, ans: 1888
line: R37, dial: 37, ans: 1888
line: R94, dial: 31, ans: 1889
line: R69, dial: 0, ans: 1890
line: R7, dial: 7, ans: 1890
line: R93, dial: 0, ans: 1891
line: R46, dial: 46, ans: 1891
line: L46, dial: 0, ans: 1891
line: R85, dial: 85, ans: 1891
line: L569, dial: 16, ans: 1896
line: R9, dial: 25, ans: 1896
line: L460, dial: 65, ans: 1901
line: R25, dial: 90, ans: 1901
line: L90, dial: 0, ans: 1901
line: L92, dial: 8, ans: 1902
line: L8, dial: 0, ans: 1902
line: R53, dial: 53, ans: 1902
line: R47, dial: 0, ans: 1903
line: L796, dial: 4, ans: 1911
line: R96, dial: 0, ans: 1912
line: R99, dial: 99, ans: 1912
line: R21, dial: 20, ans: 1913
line: R280, dial: 0, ans: 1916
line: R59, dial: 59, ans: 1916
line: R91, dial: 50, ans: 1917
line: R392, dial: 42, ans: 1921
line: R58, dial: 0, ans: 1922
line: L82, dial: 18, ans: 1923
line: L21, dial: 97, ans: 1924
line: R39, dial: 36, ans: 1925
line: R83, dial: 19, ans: 1926
line: L10, dial: 9, ans: 1926
line: R91, dial: 0, ans: 1927
line: R56, dial: 56, ans: 1927
line: R66, dial: 22, ans: 1928
line: R99, dial: 21, ans: 1929
line: L42, dial: 79, ans: 1930
line: L96, dial: 83, ans: 1931
line: L83, dial: 0, ans: 1931
line: R65, dial: 65, ans: 1931
line: L65, dial: 0, ans: 1931
line: R87, dial: 87, ans: 1931
line: R72, dial: 59, ans: 1932
line: L48, dial: 11, ans: 1932
line: R49, dial: 60, ans: 1932
line: L19, dial: 41, ans: 1932
line: L22, dial: 19, ans: 1932
line: L20, dial: 99, ans: 1933
line: R95, dial: 94, ans: 1934
line: L286, dial: 8, ans: 1936
line: R92, dial: 0, ans: 1937
line: L99, dial: 1, ans: 1938
line: L462, dial: 39, ans: 1943
line: R15, dial: 54, ans: 1943
line: R46, dial: 0, ans: 1944
line: L69, dial: 31, ans: 1945
line: L31, dial: 0, ans: 1945
line: L19, dial: 81, ans: 1946
line: L677, dial: 4, ans: 1952
line: R141, dial: 45, ans: 1953
line: R855, dial: 0, ans: 1962
line: L99, dial: 1, ans: 1963
line: L53, dial: 48, ans: 1964
line: L48, dial: 0, ans: 1964
line: R81, dial: 81, ans: 1964
line: R11, dial: 92, ans: 1964
line: L75, dial: 17, ans: 1964
line: R50, dial: 67, ans: 1964
line: R98, dial: 65, ans: 1965
line: L65, dial: 0, ans: 1965
line: R35, dial: 35, ans: 1965
line: R13, dial: 48, ans: 1965
line: R24, dial: 72, ans: 1965
line: R38, dial: 10, ans: 1966
line: R90, dial: 0, ans: 1967
line: R912, dial: 12, ans: 1976
line: R12, dial: 24, ans: 1976
line: R376, dial: 0, ans: 1980
line: L24, dial: 76, ans: 1981
line: L80, dial: 96, ans: 1982
line: L55, dial: 41, ans: 1982
line: R1, dial: 42, ans: 1982
line: R50, dial: 92, ans: 1982
line: R85, dial: 77, ans: 1983
line: L77, dial: 0, ans: 1983
line: R817, dial: 17, ans: 1991
line: R11, dial: 28, ans: 1991
line: R872, dial: 0, ans: 2000
line: L4, dial: 96, ans: 2001
line: L28, dial: 68, ans: 2001
line: L65, dial: 3, ans: 2001
line: L69, dial: 34, ans: 2002
line: L17, dial: 17, ans: 2002
line: R83, dial: 0, ans: 2003
line: L31, dial: 69, ans: 2004
line: R63, dial: 32, ans: 2005
line: R68, dial: 0, ans: 2006
line: R568, dial: 68, ans: 2011
line: L30, dial: 38, ans: 2011
line: R62, dial: 0, ans: 2012
line: R99, dial: 99, ans: 2012
line: R322, dial: 21, ans: 2016
line: L721, dial: 0, ans: 2023
line: L33, dial: 67, ans: 2024
line: R59, dial: 26, ans: 2025
line: L96, dial: 30, ans: 2026
line: L61, dial: 69, ans: 2027
line: R31, dial: 0, ans: 2028
line: R98, dial: 98, ans: 2028
line: L64, dial: 34, ans: 2028
line: L68, dial: 66, ans: 2029
line: R988, dial: 54, ans: 2039
line: L54, dial: 0, ans: 2039
line: R83, dial: 83, ans: 2039
line: R286, dial: 69, ans: 2042
line: L4, dial: 65, ans: 2042
line: R35, dial: 0, ans: 2043
line: L8, dial: 92, ans: 2044
line: L785, dial: 7, ans: 2051
line: R887, dial: 94, ans: 2059
line: L81, dial: 13, ans: 2059
line: L634, dial: 79, ans: 2066
line: R29, dial: 8, ans: 2067
line: L108, dial: 0, ans: 2068
line: L55, dial: 45, ans: 2069
line: R78, dial: 23, ans: 2070
line: R69, dial: 92, ans: 2070
line: R752, dial: 44, ans: 2078
line: L544, dial: 0, ans: 2083
line: R74, dial: 74, ans: 2083
line: R26, dial: 0, ans: 2084
line: L28, dial: 72, ans: 2085
line: L72, dial: 0, ans: 2085
line: R228, dial: 28, ans: 2087
line: L28, dial: 0, ans: 2087
line: R335, dial: 35, ans: 2090
line: R31, dial: 66, ans: 2090
line: L41, dial: 25, ans: 2090
line: L25, dial: 0, ans: 2090
line: R78, dial: 78, ans: 2090
line: L121, dial: 57, ans: 2091
line: R543, dial: 0, ans: 2097
line: R9, dial: 9, ans: 2097
line: R91, dial: 0, ans: 2098
line: L1, dial: 99, ans: 2099
line: R60, dial: 59, ans: 2100
line: L80, dial: 79, ans: 2101
line: L79, dial: 0, ans: 2101
line: L177, dial: 23, ans: 2103
line: L76, dial: 47, ans: 2104
line: L13, dial: 34, ans: 2104
line: R66, dial: 0, ans: 2105
line: L441, dial: 59, ans: 2110
line: R911, dial: 70, ans: 2119
line: L498, dial: 72, ans: 2124
line: R28, dial: 0, ans: 2125
line: L24, dial: 76, ans: 2126
line: L14, dial: 62, ans: 2126
line: L52, dial: 10, ans: 2126
line: L632, dial: 78, ans: 2133
line: R82, dial: 60, ans: 2134
line: L60, dial: 0, ans: 2134
line: L37, dial: 63, ans: 2135
line: L63, dial: 0, ans: 2135
line: R70, dial: 70, ans: 2135
line: R30, dial: 0, ans: 2136
line: R68, dial: 68, ans: 2136
line: R9, dial: 77, ans: 2136
line: R407, dial: 84, ans: 2140
line: R16, dial: 0, ans: 2141
line: L886, dial: 14, ans: 2150
line: L47, dial: 67, ans: 2151
line: R468, dial: 35, ans: 2156
line: R806, dial: 41, ans: 2164
line: L65, dial: 76, ans: 2165
line: R97, dial: 73, ans: 2166
line: L70, dial: 3, ans: 2166
line: R40, dial: 43, ans: 2166
line: L43, dial: 0, ans: 2166
line: R28, dial: 28, ans: 2166
line: L982, dial: 46, ans: 2176
line: L646, dial: 0, ans: 2182
line: R98, dial: 98, ans: 2182
line: R53, dial: 51, ans: 2183
line: R90, dial: 41, ans: 2184
line: L78, dial: 63, ans: 2185
line: R447, dial: 10, ans: 2190
line: R86, dial: 96, ans: 2190
line: R4, dial: 0, ans: 2191
line: L70, dial: 30, ans: 2192
line: R99, dial: 29, ans: 2193
line: L29, dial: 0, ans: 2193
line: L84, dial: 16, ans: 2194
line: L16, dial: 0, ans: 2194
line: L318, dial: 82, ans: 2198
line: R68, dial: 50, ans: 2199
line: R93, dial: 43, ans: 2200
line: L34, dial: 9, ans: 2200
line: L52, dial: 57, ans: 2201
line: R452, dial: 9, ans: 2206
line: L9, dial: 0, ans: 2206
line: L19, dial: 81, ans: 2207
line: L42, dial: 39, ans: 2207
line: L39, dial: 0, ans: 2207
line: L29, dial: 71, ans: 2208
line: L71, dial: 0, ans: 2208
line: L274, dial: 26, ans: 2211
line: L26, dial: 0, ans: 2211
line: R41, dial: 41, ans: 2211
line: R20, dial: 61, ans: 2211
line: R72, dial: 33, ans: 2212
line: R91, dial: 24, ans: 2213
line: L98, dial: 26, ans: 2214
line: R174, dial: 0, ans: 2216
line: L1, dial: 99, ans: 2217
line: R787, dial: 86, ans: 2225
line: L86, dial: 0, ans: 2225
line: L42, dial: 58, ans: 2226
line: R42, dial: 0, ans: 2227
line: L49, dial: 51, ans: 2228
line: R49, dial: 0, ans: 2229
line: L54, dial: 46, ans: 2230
line: R375, dial: 21, ans: 2234
line: R79, dial: 0, ans: 2235
line: L407, dial: 93, ans: 2240
line: L93, dial: 0, ans: 2240
line: R50, dial: 50, ans: 2240
line: L24, dial: 26, ans: 2240
line: R74, dial: 0, ans: 2241
line: R61, dial: 61, ans: 2241
line: L6, dial: 55, ans: 2241
line: L56, dial: 99, ans: 2242
line: L352, dial: 47, ans: 2245
line: R632, dial: 79, ans: 2251
line: R21, dial: 0, ans: 2252
line: L58, dial: 42, ans: 2253
line: L32, dial: 10, ans: 2253
line: L39, dial: 71, ans: 2254
line: R29, dial: 0, ans: 2255
line: L99, dial: 1, ans: 2256
line: L11, dial: 90, ans: 2257
line: R10, dial: 0, ans: 2258
line: R44, dial: 44, ans: 2258
line: L18, dial: 26, ans: 2258
line: R74, dial: 0, ans: 2259
line: L24, dial: 76, ans: 2260
line: R60, dial: 36, ans: 2261
line: L38, dial: 98, ans: 2262
line: R2, dial: 0, ans: 2263
line: R72, dial: 72, ans: 2263
line: R862, dial: 34, ans: 2272
line: L51, dial: 83, ans: 2273
line: L94, dial: 89, ans: 2274
line: L26, dial: 63, ans: 2274
line: L62, dial: 1, ans: 2274
line: R32, dial: 33, ans: 2274
line: L233, dial: 0, ans: 2276
line: L98, dial: 2, ans: 2277
line: L41, dial: 61, ans: 2278
line: L7, dial: 54, ans: 2278
line: L12, dial: 42, ans: 2278
line: R77, dial: 19, ans: 2279
line: L19, dial: 0, ans: 2279
line: R25, dial: 25, ans: 2279
line: R3, dial: 28, ans: 2279
line: L12, dial: 16, ans: 2279
line: L41, dial: 75, ans: 2280
line: L88, dial: 87, ans: 2281
line: R13, dial: 0, ans: 2282
line: L95, dial: 5, ans: 2283
line: R95, dial: 0, ans: 2284
line: R53, dial: 53, ans: 2284
line: L15, dial: 38, ans: 2284
line: R735, dial: 73, ans: 2291
line: L73, dial: 0, ans: 2291
line: R948, dial: 48, ans: 2300
line: R98, dial: 46, ans: 2301
line: L186, dial: 60, ans: 2303
line: L36, dial: 24, ans: 2303
line: L824, dial: 0, ans: 2311
line: R28, dial: 28, ans: 2311
line: L49, dial: 79, ans: 2312
line: R854, dial: 33, ans: 2321
line: R15, dial: 48, ans: 2321
line: L22, dial: 26, ans: 2321
line: L26, dial: 0, ans: 2321
line: R27, dial: 27, ans: 2321
line: L66, dial: 61, ans: 2322
line: R21, dial: 82, ans: 2322
line: L82, dial: 0, ans: 2322
line: L98, dial: 2, ans: 2323
line: R55, dial: 57, ans: 2323
line: R67, dial: 24, ans: 2324
line: L34, dial: 90, ans: 2325
line: R703, dial: 93, ans: 2332
line: L20, dial: 73, ans: 2332
line: L644, dial: 29, ans: 2338
line: L56, dial: 73, ans: 2339
line: L56, dial: 17, ans: 2339
line: L80, dial: 37, ans: 2340
line: R763, dial: 0, ans: 2348
line: L128, dial: 72, ans: 2350
line: L72, dial: 0, ans: 2350
line: L754, dial: 46, ans: 2358
line: R54, dial: 0, ans: 2359
line: L31, dial: 69, ans: 2360
line: R531, dial: 0, ans: 2366
line: R616, dial: 16, ans: 2372
line: L19, dial: 97, ans: 2373
line: R3, dial: 0, ans: 2374
line: L26, dial: 74, ans: 2375
line: R36, dial: 10, ans: 2376
line: R90, dial: 0, ans: 2377
line: R32, dial: 32, ans: 2377
line: R68, dial: 0, ans: 2378
line: L26, dial: 74, ans: 2379
line: R526, dial: 0, ans: 2385
line: R1, dial: 1, ans: 2385
line: R99, dial: 0, ans: 2386
line: L3, dial: 97, ans: 2387
line: L768, dial: 29, ans: 2394
